key,type,gbif_key,gbif_publisher_key,license,issued,confidence,completeness,origin,title,alias,description,version,geographic_scope,taxonomic_scope,url,logo,notes,settings,source_key,contact,creator,editor,publisher,contributor
1197,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World List of Zoantharia,WoRMS_Zoantharia,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Zoantharia,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Zoantharia.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,J.,Reimer,,,,,,,,,)"",""(,F.,Sinniger,,,,,,,,,)""}",,,
1198,TAXONOMIC,,,,2018-01-18,5,100,EXTERNAL,Isoptera Species File,SF Isoptera,"Isoptera Species File is a digital global checklist of extant and fossil termite species. The list of valid names is derived from seven volumes of Treatise on the Isoptera of the World by Krishna, K., Grimaldi, D. A., Krishna, V., and M. S. Engel (2013) published in the Bulletin of the American Museum of Natural History, 377: 1-2704. <a href=""https://doi.org/10.1206/377.1"" target=""_blank"">doi: 10.1206/377.1. Future versions of the database will include synonyms, references, and distribution data.",Jan 2018,,Termites,,https://github.com/Sp2000/colplus-repo/raw/master/logos/SF_Isoptera.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/198.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Eric,South,,,,,,,,,)","{""(,,\""South E.J. after Krishna K.\"",,,,,,,,,)"",""(,D.A.,Grimaldi,,,,,,,,,)"",""(,V.,Krishna,,,,,,,,,)"",""(,M.S.,Engel,,,,,,,,,)""}",,,
1199,TAXONOMIC,,,CC0,2021-05-18,5,100,EXTERNAL,Catalogue of the Pterophoroidea of the World,Pterophoroidea,"This GSD is derived from C. Gielis (2003) Pterophoroidea & Alucitoidea (Lepidoptera) (World Catalogue of Insects, volume 4), as subsequently maintained and updated by Cees Gielis. The database has been edited for inclusion in the Catalogue of Life and updated by Donald Hobern. A current version of the dataset is presented as a web document at https://hobern.net/Pterophoroidea. Version 1.1 has been updated to correct a number of errors in processing of Cees Gielis' original dataset and to reflect recent additions to the group. Additional page references have been added.",1.1.21138 (18 May 2021),Global,Pterophoroidea,,https://github.com/Sp2000/colplus-repo/raw/master/logos/Pterophoroidea.png,,"{""csv quote"": ""\"""", ""data access"": ""https://pterophoroidea.hobern.net/Pterophoroidea.zip"", ""data format"": ""coldp"", ""csv delimiter"": "","", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""iso""}",,"(0000-0001-6492-4016,Donald,Hobern,,,,,,,dhobern@gmail.com,,)","{""(0000-0001-6492-4016,Donald,Hobern,,,,,,,dhobern@gmail.com,,)"",""(0000-0003-0857-1679,Cees,Gielis,,,,,,,,,)""}",{},,
1200,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,MilliBase,WoRMS_Myriapoda,"MilliBase is a global taxonomic database, managed by a group of diplopod experts that aims to capture all described millipede, pauropod and symphylan species with the associated literature, the authorities and original descriptions of species, genera and all units of higher classification",ver. (04/2021),Global,Myriapoda,http://www.millibase.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_MilliBase.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,P.,Sierwald,,,,,,,,,)"",""(,J.,Spelda,,,,,,,,,)""}",,,
1201,TAXONOMIC,,,CC0,2018-12-13,5,100,EXTERNAL,Fossil Ginkgoales,Fossil Ginkgoales,"This dataset represents a part extracted from the database of the National Museum Prague. It was prepared by Jiří Kvaček with help of Olexandra Chernomorets. The dataset comprises all described unequivocal fossil members of the Ginkgoales (fossil plant remains which could be assigned to this group with certainty). It is based on reproductive structures assigned to Ginkgoales and their associated organs. As a part of this dataset there are main taxa of foliage and wood structures assigned to the group with high degree of probability. Additional taxa of Ginkgoales are a part of another version, which is in state of preparation.",Dec 2018,,Ginkgos,http://www.nm.cz,https://github.com/Sp2000/colplus-repo/raw/master/logos/Ginkgoales.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/201.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""botanical"", ""distribution gazetteer"": ""text""}",,"(,Jiří,Kvaček,,,,,,,,,)","{""(,J.,Kvaček,,,,,,,,,)""}",{},,
1202,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World Amphipoda Database,WoRMS_Amphipoda,"The amphipods belong to the very diverse crustacean class Malacostraca, which includes other common groups such as crabs, lobsters and shrimp. The order Amphipoda is part of the superorder Peracarida, uniting a diverse group of small shrimp-like taxa that brood their young in a pouch, with no independent larval dispersal stage. It currently contains over 10k species",ver. (04/2021),Global,Amphipoda,http://www.marinespecies.org/amphipoda,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Amphipoda.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,T.,Horton,,,,,,,,,)"",""(,J.,Lowry,,,,,,,,,)"",""(,C.,\""De Broyer\"",,,,,,,,,)"",""(,D.,Bellan-Santini,,,,,,,,,)"",""(,C.O.,Coleman,,,,,,,,,)"",""(,L.,Corbari,,,,,,,,,)"",""(,M.J.,Costello,,,,,,,,,)"",""(,M.,Daneliya,,,,,,,,,)"",""(,,\""Dauvin, J.-C.\"",,,,,,,,,)"",""(,C.,Fišer,,,,,,,,,)"",""(,R.,Gasca,,,,,,,,,)"",""(,M.,Grabowski,,,,,,,,,)"",""(,J.M.,Guerra-García,,,,,,,,,)"",""(,E.,Hendrycks,,,,,,,,,)"",""(,L.,Hughes,,,,,,,,,)"",""(,D.,Jaume,,,,,,,,,)"",""(,K.,Jazdzewski,,,,,,,,,)"",""(,,\""Kim, Y.-H.\"",,,,,,,,,)"",""(,R.,King,,,,,,,,,)"",""(,T.,Krapp-Schickel,,,,,,,,,)"",""(,S.,LeCroy,,,,,,,,,)"",""(,,\""Lörz, A.-N.\"",,,,,,,,,)"",""(,T.,Mamos,,,,,,,,,)"",""(,A.R.,Senna,,,,,,,,,)"",""(,C.,Serejo,,,,,,,,,)"",""(,B.,Sket,,,,,,,,,)"",""(,J.F.,Souza-Filho,,,,,,,,,)"",""(,A.H.,Tandberg,,,,,,,,,)"",""(,J.D.,Thomas,,,,,,,,,)"",""(,M.,Thurston,,,,,,,,,)"",""(,W.,Vader,,,,,,,,,)"",""(,R.,Väinölä,,,,,,,,,)"",""(,R.,Vonk,,,,,,,,,)"",""(,K.,White,,,,,,,,,)"",""(,W.,Zeidler,,,,,,,,,)""}",,,
1203,TAXONOMIC,,,CC_BY,2020-09-24,5,100,EXTERNAL,Providing information on the World's thrips,ThripsWiki,"ThripsWiki site was designed and produced in Canberra by Inkeri Lehtinen with Laurence Mound. Data was drawn from a web-based checklist that since 2005 was available through CSIRO Australia, but which for technical reasons has had to be abandoned. ""Thysanoptera (Thrips) of the World - a checklist"" originated from card-catalogues maintained over many years at the Natural History Museum, London, and at the Senckenberg Museum, Frankfurt. GBIF funded visits to check data at the major thrips collections in Frankfurt, London and Washington DC for the 2005 system. The available data has been extensively revised and enriched through bibliographic and web searches, and production of this new site was supported by DAFF Australia.",Sep 2020,,Thrips,https://thrips.info,https://github.com/Sp2000/colplus-repo/raw/master/logos/ThripsWiki.png,,"{""csv quote"": ""\"""", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Laurence,Mound,,,,,,,,,)","{""(,,ThripsWiki,,,,,,,,,)""}",{},,
1204,TAXONOMIC,,,CC_BY,2018-11-23,5,100,EXTERNAL,Staphyliniformia world catalog database,StaphBase,"""The project is an ongoing effort to build and maintain a catalog all family-, genus- and species-group names in the beetle group Staphyliniformia (superfamilies Staphylinoidea (including Jacobsoniidae), Hydrophiloidea & Histeroidea), including all named fossils. All original descriptions were consulted to verify original data, and the current status, distribution, and in many cases significant subsequent literature and type depositories and type localities for species are indicated. It is an extension of the database catalogs initiated as a US-NSF PEET project (see <a href = ""http://archive.fieldmuseum.org/peet_staph/"" target = ""_blank""> http://archive.fieldmuseum.org/peet_staph), initially based on multiple sources as listed there, but subsequently extensively edited and actively updated.""",Nov 2018,,"Rove beetles, clown beetles & water scavenger beetles",http://archive.fieldmuseum.org/peet_staph,https://github.com/Sp2000/colplus-repo/raw/master/logos/StaphBase.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/204.tar.gz"", ""data format"": ""acef"", ""import frequency"": -1, ""nomenclatural code"": ""zoological""}",,"(,A.F.,Newton,,,,,,,,,)","{""(,A.F.,Newton,,,,,,,,,)""}",{},,
1206,TAXONOMIC,,,CC_BY,2019-06-13,5,100,EXTERNAL,"World catalogue of the tribe Sepidiini (Tenebrionidae, Coleoptera)",Sepidiini tribe,"The catalogue includes all valid family-group (six subtribes), genus-group (55 genera, 33 subgenera), and species-group names (1009 species and subspecies) of Sepidiini darkling beetles (Coleoptera: Tenebrionidae: Pimeliinae), and their available synonyms. For each name, the author, year, and page number of the description are provided, with additional information (e.g., type species for genus-group names, author of synonymies for invalid taxa, notes) depending on the taxon rank. Verified distributional records (loci typici and data acquired from revisionary publications) for all the species are gathered. The Catalogue is published in ZooKeys 844: 1–121 (2019), https://doi.org/10.3897/zookeys.844.34241.","22, 2019-04",Global,Toktokkies,https://zookeys.pensoft.net/article/34241/,,,"{""csv quote"": ""\"""", ""data access"": ""https://github.com/gdower/data-sepidiini/archive/coldp.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\\t"", ""csv quote escape"": ""\\\"""", ""import frequency"": 0, ""rematch decisions"": true, ""nomenclatural code"": ""zoological""}",,"(,Marcin,Kamiński,,,,,,,,,)","{""(,M.J.,Kamiński,,,,,,,,,)"",""(,K.,Kanda,,,,,,,,,)"",""(,R.,Lumen,,,,,,,,,)"",""(,J.M.,Ulmer,,,,,,,,,)"",""(,C.C.,Wirth,,,,,,,,,)"",""(,P.,Bouchard,,,,,,,,,)"",""(,R.,Aalbu,,,,,,,,,)"",""(,N.,Mal,,,,,,,,,)"",""(,A.,Smith,,,,,,,,,)""}",,,
1502,TAXONOMIC,,,CC_BY,2013-08-13,5,0,EXTERNAL,An Outline of Higher-level Classification and Survey of Taxonomic Richness (Addenda 2013),Animal Biodiversity,"Full citations: Zhang Z.-Q., ed. (2013). Animal Biodiversity: An Outline of Higher-level Classification and Survey of Taxonomic Richness (Addenda 2013). Zootaxa 3703 (1): 1-82. and Zhang Z.-Q., ed. (2011). Animal biodiversity: An outline of higher-level classification and survey of taxonomic richness. Zootaxa 3148: 1-237.",2013,Global,Animal classification,http://www.mapress.com/zootaxa/list/2013/3703%281%29.html,https://github.com/Sp2000/colplus-repo/raw/master/logos/Animal_biodiversity.png,,"{""csv quote"": ""\"""", ""data access"": ""https://github.com/CatalogueOfLife/data-animal-biodiversity/archive/master.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""csv quote escape"": ""\\"", ""import frequency"": 30, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,,n/a,,,,,,,,,)",,"{""(,Z.Q.,Zhang,,,,,,,,,)""}",,
2000,TAXONOMIC,,,CC_BY,2020-03-11,,0,EXTERNAL,WCSP-dwca,PoWo,"See <a href=""http://apps.kew.org/wcsp/about.do"">http://apps.kew.org/wcsp/about.do</a>",,,,,,,"{""data access"": ""https://storage.googleapis.com/powop-content/backbone/powoNames.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""botanical""}",,"(,,,,,,,,,,,)",{},{},,
2001,TAXONOMIC,,,,2019-12-11,,,EXTERNAL,PoWO Family Taxonomy,,"The Plants of the World Family Taxonomy follows APG IV (2016) http://dx.doi.org/10.1111/boj.12385 for Angiosperm families and also accepts Gymnosperm, Fern and Fern Ally families from Kew's internal Vascular Plants Familes and Genera database.",,,,,,,"{""data access"": ""https://storage.googleapis.com/powop-content/backbone/powoPlantFamilies.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""botanical""}",,"(,,,,,,,,,,,)",,,,
2002,NOMENCLATURAL,,,,2018-10-31,,,EXTERNAL,MycoBank,MycoBank,"MycoBank is an on-line database aimed as a service to the mycological and scientific society by documenting mycological nomenclatural novelties (new names and combinations) and associated data, for example descriptions and illustrations. The nomenclatural novelties will each be allocated a unique MycoBank number that can be cited in the publication where the nomenclatural novelty is introduced. These numbers will also be used by the nomenclatural database Index Fungorum.
Nomenclatural experts will be available to check the validity, legitimacy and linguistic correctness of the proposed names in order to avoid nomenclatural errors; however, no censorship whatsoever, (nomenclatural or taxonomic) will be exerted by MycoBank. Deposited names will remain -when desired- strictly confidential until after publication, and will then be accessible through MycoBank, Index Fungorum, GBIF and other international biodiversity initiatives, where they will further be linked to other databases to realise a species bank that eventually will link all databases of life. MycoBank will (when applicable) provide onward links to other databases containing, for example, living cultures, DNA data, reference specimens and pleomorphic names linked to the same holomorph. Authors intending to publish nomenclatural novelties are encouraged to contribute to this new initiative.",,,,http://www.mycobank.org/,,,"{""data access"": ""https://github.com/mdoering/mycobank/archive/master.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""botanical""}",,"(,Konstanze,Bensch,,,,,,,,,)","{""(,V.,Robert,,,,,,,,,)"",""(,G.,Stegehuis,,,,,,,,,)"",""(,J.,Stalpers,,,,,,,,,)""}",,,
2003,NOMENCLATURAL,,,CC_BY,2019-05-10,,,EXTERNAL,Index Nominum Algarum,INA,"The Index Nominum Algarum (INA) is a card file and online reporting system maintained at the Silva Center for Phycological Documentation of the University Herbarium, University of California, Berkeley.
It contains nearly 200,000 names of algae (in the broad sense).
The Bibliographia Phycologica Universalis (BPU) is a card file containing bibliographic references pertaining to algal taxonomy.",,,,http://ucjeps.berkeley.edu/CPD/,,,"{""data access"": ""https://github.com/mdoering/data-ina/archive/master.zip"", ""data format"": ""coldp"", ""import frequency"": 7, ""nomenclatural code"": ""botanical""}",,"(,,""Richard Moe <rlmoe@berkeley.edu>"",,,,,,,,,)","{""(,Paul,\""Claude Silva\"",,,,,,,,,)"",""(,,\""Richard L. Moe\"",,,,,,,,,)""}",,,
2004,TAXONOMIC,,,,2019-04-20,,,EXTERNAL,World Flora Online consortium,WFO,"Nomenclatural and classification information used for the initial data ingestion into the World Flora Online taxonomic backbone was provided by The Plant List Version 1.1 (September 2013). The data resources used to build The Plant List were contributed by: African Plants Database (Conservatory and Botanical Gardens of the City of Geneva and South African National Biodiversity Institute); GrassBase; The Global Compositae Checklist (International Compositae Alliance); The International Legume Database and Information Service; The International Organisation for Plant Information; International Plant Names Index (Royal Botanic Gardens, Kew, Harvard University Herbaria, and Australian National Herbarium); The iPlants Project (Royal Botanical Gardens, Kew, Missouri Botanical Garden, and New York Botanical Garden); Missouri Botanical Garden (Bryophyte Checklist, Checklist of Bolivia, Flora of China Checklist, Checklist of Ecuador, Flora Mesoamericana, Checklist of Panama, Checklist of Peru); Royal Botanic Garden Edinburgh (Rosaceae), and World Checklist of Selected Plant Families. See ""www.theplantlist.org/1.1/about/#collaborators"" for further details.",,,,,,,"{""data access"": ""http://104.198.143.165/files/WFO_Backbone/_WFOCompleteBackbone/WFO_Backbone.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""botanical""}",,"(,,,,,,,,,,,)","{""(,William,Ulate,,,,,,,,,)""}",,,
